status_message,word_counts,char_counts
"Mais uma da nossa cliente BonyGold linda, @andressa_barrs #bonyfit #vemprabonyfit #bonygold",11,81
"Sexta-feira é dia de botecar e curtir uma boa música com a Banda Circuito de Bar a partir das 22h30, músicas super animadas no melhor boteco de Santarém.
#BandaCircuitoDeBar #MúsicasNacionais #MúsicasInternacionais #NãoCobramos10% #BotecoDoSorriso #Botecar #BotecandoComOsAmigos #BotecoVIP",36,254
"Crepioca Recheada com Requeijão Light e Frango Desfiado, acompanha uma salada e um molho, apenas R$ 10,
Vemm Experimentar 😋😋😋
➡End: Trav: Barjonas de Miranda, n° 441, entre mendonça furtado e sãp sebastião, descendo a Academia Bony Fit⬅",38,199
"Vem ser Feliz no Melhor restaurante Oriental de Santarém!
☎️delivery:99141-4046/3522-4649☎️",10,82
"Sextaaaa❤! Nada melhor que aproveitar esse dia gostoso com as nossas delícias...! Vem ser feliz na Lou Doces Delicatessen. ❤🍫🍰🍓🎂🍮☕

📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen #sonhodevalsa#paodebatata #queijocuia #loudoces #quiches",55,331
"Show com Gavião & Falcão e banda no sábado dia 12/05/18.
Álbum completo no www.tapajosparty.com.br",15,84
"Floresta Negra 😍🍒🍰🍫 Pão de ló fofinho, molhado com calda de cereja, chantilly com muita cereja e chocolate em pedaços! Deliciosa demais 😍🍒🍰🍫

#loudoces #delicias #florestanegra #cereja #chocolate #vemserfeliznaloudoces",29,189
fotos joel diniz,3,14
"Clientes queridos sendo felizes na @loudoces, se deliciando do nosso famoso chocolate quente cremoso com chantilly 😍. Obrigada @bandeirabentes pela preferência! ☕🍰🍩😍",22,144
"➡ Promoção de Terça⬅

🔵 Vatapá de Camarão + Suco de 300ml R$ 13,
🔵 Creme de Frango + Suco de 300ml R$ 13,
🔵 Farofa de Piracuí com Banana + Suco de 300 ml R$ 7,

➡End: Trav: Barjonas de Miranda, n° 441, entre mendonça furtado e sãp sebastião, descendo a Academia Bony Fit⬅",55,215
"HOJE QUARTA-FEIRA - VÉSPERA DE FERIADO TEM CELEIRO BEER.

A NOITE DO FIESTA.

SORTEIO DE CARRO FIESTA CHEIO DE CERVEJA.

PARA COMANDAR A FESTA "" AMAURY SALLES, FORRÓ PRIME E GUI ESTOURADÃO.

MULHER ATÉ 00:00 NÃO PAGA INGRESSO.

ROLHA 20,00 A NOITE TODA.

É HOJE NO CELEIRO BEER - NOITE DO FIESTA.

#vemproceleirobeer❤🍻✌",53,260
"Sempre treine sorrindo, sua energia é motivação para quem está perto de você!",13,65
"Rodízio de sushi e pratos quentes, por apenas R$ 39,90 e ganhe um Temaki Mix (Salmão e Kani).
Promoção válida para a unidade de Santarém e enquanto durar o estoque;
Pedimos a gentileza de evitar o desperdício: Desperdício de Temaki, será cobrado o preço de um Temaki do cardápio;
O Temaki deverá ser consumindo no estabelecimento durante o rodízio;
O rodízio será serviço das 19 às 22:30 horas.",68,327
"➡➡➡Cardápio de Segunda⬅⬅⬅

🔵 Cozidão de Carne com Legumes 
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Caldo de Mocotó
🔵 Caldo de Moqueca de Peixe com Camarão
🔵 Sopa Minestrone
🔵 Caldo de Camarão com Tucupi e Jambu
🔵 Creme de Frango R$ 12,
🔵 Estrognoffe de Carne R$ 13,
🔵 Farofa de Piracuí com Banana 

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",81,339
"➡➡➡Cardápio de Quarta⬅⬅⬅

🔵 Cozidão de Carne com Legumes 
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Canja
🔵 Caldo de Camarão com Tucupi e Jambu
🔵 Creme de Frango R$ 12,
🔵 Estrognoffe de Carne R$ 13,
🔵 Farofa de Piracuí com Banana 

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",68,283
"## Reza aí/
Pra eu não encontra ninguém melhor do que você / 
## Reza aí/ 
Pra eu não te esquecer 
Pro meu coração não mudar de dona /
Reza aí.
Continua nesta sexta feira o tradicional sertão do Bar&Restaurante Mascote 
Com o lançamento do mas novo prato da casa 
 ## PICANHA À MODA DO CHEFE ##",57,232
"Sexta-feira é dia de botecar e curtir uma boa música com a Banda Circuito de Bar a partir das 22h30, músicas super animadas no melhor boteco de Santarém.
#BandaCircuitoDeBar #MúsicasNacionais #MúsicasInternacionais #NãoCobramos10% #BotecoDoSorriso #Botecar #BotecandoComOsAmigos #BotecoVIP",36,254
"Venha curtir com o Xote Turbinado uma quarta super animada, não fique de fora que o ritmo é contagiante e dançante!!! A partir das 22h30, um Autêntico forró pé de serra pra dançar agarradinho e ainda tem a promoção na torre de 3,5L sendo cerveja Antártica, Skol ou Schin por R$29,00.
Sorteio de 5 torres entre os que comentarem:
""Toda quarta no boteco é dia de Xote Turbinado."" 
#Forrozin #XoteTurbinado #BotecoDoSorriso #BotecoVIP",72,359
"Que tal nossos deliciosos bolos fofinhos amanteigados para o seu final de semana?! Tradicional de massa branca ou chocolate, mesclado ou formigueiro😋🍫🎂. Deliciosos demais para você saborear...😋😋 Faça sua reserva. 
__
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen #sonhodevalsa 🍰❤🍩 @ Lou Doces",67,377
"🐰250g com recheio CLÁSSICO de negrinho e branquinho no celofane!
🐰🍭🐰🍭🐰🍭🐰🍭🐰🍭🐰🍭⠀
 Só R$35,00💰
🐰🍭🐰🍭🐰🍭🐰🍭🐰🍭🐰🍭⠀
Peça já o seu pelo whatsapp (93)99186-8666📲
No Rio Tapajós Shopping🛒
⠀
Ps: encomendas até o dia 30/03",32,175
"Sabadão: 10% de Desconto nas compras A VISTA 💸 com a carteira de estudante.

ENTREGAMOS NA SUA CASA pelo delivery 99209-7764 (ligações ou whatsapp)

Av. Mendonça Furtado, 365 altos - Prainha

Intagram: @gothamburgersoficial",33,188
Peça sua pizza pelo nosso delivery nos fones (93)99230-9743 / 98117-1735 🍕,12,63
👊,1,1
"Quem aí está resistindo a nossa deliciosa Páscoa?! Nossos ovos de colher estão um sucesso, cada um mais delicioso que o outro. Já fez sua encomenda? Se não, corre, só restam poucas unidades apenas. Vem pra Páscoa mais deliciosa, a Páscoa da Lou Doces. 😍🍰🐰🍰🐇 
 
__
📆Seg. a Sáb. das 16h às 21:00h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen #sonhodevalsa#paodebatata #queijocuia #loudoces #pascoadaloudoces #pascoa #ovosdecolher",83,464
Faça igual a @luciane_luluh e vem pra #melhordeitaituba e arrasa nos treinos! #bonyfit #delongeamelhor,14,89
"Já é Páscoa na Lou Doces! 😍🍰🐰🍰🐇 
 
 __
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen #sonhodevalsa#paodebatata #queijocuia #loudoces #pascoadaloudoces #pascoa #ovosdecolher",45,276
"💥 SORTEIO A2: DUAS PULSEIRAS VIP DO SIMBORA NESTA SEXTA E MAIS 2 HORAS NO MOTEL A2...CURTA, COMENTA, COMPARTILHE E MARQUE SEUS AMIGOS!",23,112
"Adoramos o feedback de nossos clientes queridos 😍! Obrigada pela preferência @clau_de_nira_oficial a Lou Doces quer sempre fazer vocês mais e mais felizes com nossas delícias! 😋☕🍰🍩😍🍮

#loudoces #delicias #clientesqueridos #adoramosfeedback",31,208
"Compartilhe, Marque 2 amigos e concorra a uma costelinha ao barbecue com fritas para saborear dia 5 de Maio no Mexicano. 
Hoje tem Big Costilla na Promoção vem pro Mexicano.",30,143
"Pela primeira vez no La Biroska Petiscaria o grande músico ALLAN FERNANDO mandando o que existe de melhor da MPB e no Pop Rock!!! 
#Vemprabiroska",25,120
"Você quer unha de caranguejo? Olhem essas lindezas e gostosuras, tá crocante, tá quentinha, tá gostosa... Venha ser feliz com nossas delícias! 🎂🍮🍩🌮☕ 

__
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen",55,295
"Nossa aluna Edenize, passando pela sua timeline nesta segunda, pra lembrar que a semana já começou e você não pode fugir do treino! #vemprabonyfit",24,123
"➡➡➡Cardápio de Segunda⬅⬅⬅

🔵 Cozidão de Carne com Legumes 
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Canja
🔵 Caldo de Camarão com Tucupi e Jambu
🔵 Caldo Nordestino
🔵 Caldo de Moqueca de Peixe com Camarão
🔵 Creme de Frango R$ 12,
🔵 Estrognoffe de Carne R$ 13,
🔵 Farofa de Piracuí com Banana 

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",79,332
"Deliciosos quiches quentinhos saindo para nossa vitrine😍. Um mais delicioso que o outro, massa amanteigada que derrete na boca...deliciosos, nos sabores de camarão, frango ou calabresa! 😍🎂🍓🍰🦐😋 __
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen #sonhodevalsa#paodebatata #queijocuia #loudoces #quiches",63,388
"Agora para você mulher que curte demais nosso rodízio, temos a promoção especial do rodízio feminino por apenas R$35,90 nos dias de domingo. Então aproveite e fique satisfeita com o melhor da culinária oriental no Tomi Santarém! Não esqueça que um Temaki mix está incluso também no buffet livre e você homem também pode aproveitar com a promoção dos dias normais.",61,303
"●♢ Promoção de Quarta ♢●
🔵 Crepioca de Pizza + Suco Detox ou Suco de Abacaxi ou Limonada por R$ 14,
🔵 Sanduiche Natural de Frango + Suco Detox ou Suco de Abacaxi ou Limonada por R$ 10,
Vemmm para a Estação 😋
End: Trav: Barjonas de Miranda, n° 441, entre mendonça furtado e são sebastião. Vem nos visitar 😍",60,246
🎉🎊🎉🎉🎊,1,5
"Quinta tem 20% DESCONTO EM QUALQUER HOT SUSHI. 
☎️delivery:99141-4046/3522-4649☎️",9,72
"A gente bem que tenta encarar a vida de outra maneira, um pouco mais séria.. Só que chega a sexta-feira, e esse cheiro de coisa boa invade esse lugar, é cheiro de cerveja, de cevada e de farra, a boca se enche de água, é o aroma de petisco, aí os olhos são tomados por gente bonita, nos ouvidos já ecoam os sons das melhores bandas.. E é impossível não anunciar: SEXTOU É SHOWWW!! 😍😍😍 #EAquiTudoÉPraVc

Adriana e Banda Blackout! Hah.. Quer mais?! No Happy Hour até às 22h a torre custa apenas R$20,00 e vc está intimado!

""Pra ficar bom, a nossa festa não tem hora pra acabar.. A melhor hora, sempre é agora e o melhor lugar é sempre o que vc está..""

#VemQueTem #AquiTudoÉPraVc #PqSomosVc #PodeChegar #AdrianaFeghaly #BandaBlackout #FDSComeçou #DáUmPlayNosSentidoa",133,630
"➡➡➡Cardápio de Segunda⬅⬅⬅

🔵 Cozidão de Carne com Legumes 
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Caldo Nordestino
🔵 Caldo de Mocotó
🔵 Caldo de Moqueca de Peixe com Camarão
🔵 Estrognoffe de Carne 
🔵 Farofa de Piracuí com Banana

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",65,286
"Todo dia tem promoção e hoje é a ""Sexta da carne"" e vc não pode perder 😍😍

Então vem pro seu cantinho mais gostoso e aconchegante pra se deliciar com nossos pratos, cerveja gelada, petiscos.. Num ambiente climatizado, àrea kids e tudo o que vc precisa pra fazer uma refeição maravilhosa ❤

São 3 deliciosas opções de guarnição e vc vai amar! 
Vem pra Estação Espetos!!

Av. Mendonça Furtado, canto com Silva Jardim.",73,339
"Terça: Nossos HotDogs de 30 cm pela METADE do preço, reúna a galera e venha experimentar nossos Super-heróis gourmet.

🌭 Seguem os valores:

Robin Dog: De 18,00 Por 9,00

Homem de Ferro: De 18,00 Por 9,00

Gotham Dog: De 23,00 Por 11,50

Coringa: De 21,00 Por 10,50

Homem Aranha: De 19,00 Por 9,50

Arlequina: De 20,00 Por 10,00

Você não pode perder! Abrimos as 19h. Válido tbm para DELIVERY 99234-8233 (whatsapp) e 99209-7764",73,348
"Hoje tem pão delícia, o nosso pãozinho de batata fofinho com muito queijo cuia e o melhor hoje ele é em DOBROOO! Isso mesmo em dobro, compra um e ganha o outro! Vem ser feliz na Lou Doces.
__
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen #sonhodevalsa#paodebatata #queijocuia #loudoces",73,365
"➡➡➡Cardápio de Quinta⬅⬅⬅

🔵 Cozidão de Carne com Legumes 
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Caldo de Galinha no Creme de Milho
🔵 Caldo de Camarão com Tucupi e Jambu
🔵 Caldo de Caranguejo
🔵 Creme de Frango R$ 12,
🔵 Estrognoffe de Carne R$ 13,
🔵 Farofa de Piracuí com Banana 

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",78,324
"Muito amor pelos nossos brigadeiros deliciosos ❤🍫❤🍫❤🍫... __
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen",39,219
"Galerinha, fiquem ligados que amanhã as unidades de Santarém e Itaituba não irão funcionar. Então vem hoje arrebenta do treino, nada de deixar pra voltar só depois do feriado!",29,147
"Rodízio de sushi e pratos quentes, por apenas R$ 39,90 e ganhe um Temaki Mix (Salmão e Kani).
Promoção válida para a unidade de Santarém e enquanto durar o estoque;
Pedimos a gentileza de evitar o desperdício: Desperdício de Temaki, será cobrado o preço de um Temaki do cardápio;
O Temaki deverá ser consumindo no estabelecimento durante o rodízio;
O rodízio será serviço das 19 às 22:30 horas.",68,327
WANDECO NO SIMBORA... PRÉ SHOW FORRÓ KIBABADO,7,39
"Tens aquele evento especial pra fazer? Aniversário, chá de bebê, chá de panela, chá com as amigas, reunião de trabalho, ou o evento que desejar. Temos um espaço para eventos lindo, aconchegante e com muitas delícias. Peça seu orçamento 📲99163-9870 e 📲99121-4996. 🎂🍰🎉🎊🎁",43,226
"➡➡➡Cardápio de Terça⬅⬅⬅ 

🔵 Cozidão de Carne com Legumes
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Caldo Nordestino
🔵 Sopa de Feijão
🔵 Caldo de Bacalhau aos queijos
🔵 Estrognoffe de Carne R$ 13,
🔵 Farofa de Piracuí com Banana 

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",65,282
Nosso famoso bolo podre com calda caramelizada de Castanha do Pará. Explosão de sabores😍! A partir das 16hs. Vem ser feliz aqui! 💃🎉🎆🌽🔥,23,112
Quinta-feira,1,12
"Que tal Nossas delícias no seu evento? Deliciosas tortas geladas, bolos amanteigados, sobremesas. Ligue e faça sua reserva! 
__
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen",50,275
"Pra @samairadamasceno, treino é coisa séria! E você, tá esperando o que pra ser #bonyfit? #delongeamelhor #amelhordeitb #vemprabonyfit",18,117
"Se é errado pedir uma #Cerveja em plena #Segunda , então eu quero #Duas, por favor! 😎. Nossa Segunda é Maluca por vocês! 😍🙃🤪

COMBO1: 4 torres de ANTARCTICA + bolinho de piracuí + batata frita + 30min. De bilhar para se divertir com os amigos por apenas R$100,00.

COMBO2: 14 caipirinhas/caipiroskas + mix de bolinhos + tábua de frios + 30min. De bilhar para se divertir com os amigos por apenas R$100,00.

TODOS OS DIAS, HAPPY HOUR DAS 19H ÀS 22H: TORRE POR APENAS R$15,00 E PETISCO POR R$10,00 

#ShowBarEspecial #SegundonaSemRessaca #BandaBlackout #FazendoADiferença #NãoPerdeNão #AquiTudoÉPraVc #VemQueTem #ÀNoiteToda",98,519
"Você já conhece as nossas panquecas? São deliciosas, nos sabores bolonhesa, frango com catupiry e queijo com presunto. Deliciosas demais...venha ser feliz aqui com nossas gostosuras... 📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen #sonhodevalsa#paodebatata #queijocuia #loudocesfaz01ano",60,379
"Show com Trio Paramar na quinta dia 29/03/18.
Álbum completo no www.tapajosparty.com.br",12,76
"É sábado que fala, né???! Então corre pro Rustik que tem coisa boa te esperando. Hoje até às 23:30. #vemprorustik",20,94
Sexta é dia de ser FELIZ !!! Vem pro Hadouken Sushi!!!,11,44
"➡➡➡Cardápio de Quinta⬅⬅⬅

🔵 Cozidão de Carne com Legumes 
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Caldo de Caranguejo
🔵 Caldo de Galinha no Creme de Milho
🔵 Estrognoffe de Carne 
🔵 Farofa de Piracuí com Banana

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",62,270
"Hoje tem desconto na Caneca de 400ml + Copo de Suco de 300ml R$ 11,
➡➡➡Cardápio de Sexta⬅⬅⬅ 🔵 Cozidão de Carne com Legumes
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Caldo Nordestino
🔵 Caldo de Camarão aos Queijos
🔵 Sopa Minestrone
🔵 Estrognoffe de Carne R$ 13,
🔵 Farofa de Piracuí com Banana 
End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",79,336
"1ª *FEIJOCONTÁBIL* -
acadêmicos do 3º Semestre de Contabilidade do Iespes. – Domingo 😎
– a partir das *11:30*
– no *Celeiro Beer.*
– Música ao vivo com Jessica Lima e Marcelo
(Forró e Sertanejo)
– Música ao vivo com Junior Baía
(só as sofrências)

Apenas R$ 10,00

É você concorrerá a vários prêmios 😍❤",55,246
"* A NOITE DOS NAMORADOS SERÁ NO CANOA STEAKHOUSE!
UMA NOITE INESQUECÍVEL COM TOM CLEBER, TRAZENDO O SHOW MAIS ROMÂNTICO DO ANO.
ALÉM DE UM DELICIOSO JANTAR, FILÉ AO MOLHO MADEIRA COM FETTUCINI ALFREDO, SOMENTE 60 REAIS O CASAL.
INÍCIO DO SHOW, AS 21 HORAS.
12 DE JUNHO, PRESENTEI QUEM VOCÊ AMA, NO DIA DEDICADO AOS CASAIS APAIXONADOS! *",59,278
"➡➡➡Cardápio de Domingo⬅⬅⬅ 
🔵 Cozidão de Carne com Legumes 
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Caldo Nordestino
🔵 Caldo de Camarão com Tucupi e Jambu
🔵 Caldo de Galinha no Creme de Milho
🔵 Estrognoffe de Carne R$ 12,
🔵 Farofa de Piracuí R$ 6,
🔵 Salada de Frango R$ 10,
🔵 Salada de Atum R$ 12,
🔵 Crepioca de Frango c/ Salada R$ 10,
🔵 Crepioca de Pizza R$ 10,
🔵 Sanduiche Natural de Frango R$ 6,
🔵 Sanduiche Natural de Atum R$ 7,
🔵 Tapioquinha Recheada com Frango R$ 7,
🔵 Omelete Rech. c/ Frango e Salada R$ 12,
🔵 Detox 600ml R$ 6,

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",132,525
Começando a semana bem doce e gostosa com nossas gostosuras. Vem ser feliz na Lou Doces 🍓🍒🍫🍰🎂🍩☕,17,79
"Show com David Santos e banda Blackout no sábado dia 20/01/18.
Álbum completo no www.tapajosparty.com.br",15,90
"""Vou beijando esse copo 
Abraçando as garrafas 
Solidão é companheira 
Nesse risca faca.."" ❤💘💔

Chegou o dia que todo mundoooo espera! Sua melhor quarta!! Hoje tá daquele jeito!! 🍻🍺🍻
E tem jogo do Mengão pela Libertadores passando no telão 😍😍

Depois tem Jeniffer Santos e Trio para Amar, os embaixadores da sofrência no palco do Estação 😅
Pra coração de papel, fígado de aço! 😂

Happy Hour TODO DIA: Torre R$15,00 e petiscos por apenas R$10,00 até 22h.. Skol Beats R$5,00!! 🤩

#QuartaÉShow #QuartaNeja #VemQueTem #JenifferSantos #TrioParaAmar #HojeOCotoveloDói #DeixaOCelularEmCasa #ProsFortes #Jogão #Promo #AquiTudoÉPraVc",93,525
"Que tal nossos nakeds no seu evento?! Ligue e faça sua reserva de nossas delícias...🍰🎂🍫❤

__
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen #sonhodevalsa#paodebatata #queijocuia #loudoces",50,288
"🎶 CIA DO CALYPSO 
DIA 18 DE MAIO 🎯
♻ Ingressos PROMOCIONAIS na FOX VÍDEO LOCADORA
R$ 20 VIP 
RESERVA DE CAMAROTES 99238 1903",24,99
"➡➡➡Cardápio de Segunda⬅⬅⬅

🔵 Cozidão de Carne com Legumes 
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Caldo de Moqueca de Peixe com Camarão
🔵 Caldo de Mocotó
🔵 Caldo Nordestino
🔵 Estrognoffe de Carne 
🔵 Farofa de Piracuí com Banana

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",65,286
"Se é errado pedir uma #Cerveja em plena #Segunda , então eu quero #Duas, por favor! 😎. Nossa Segunda é Maluca por vocês! 😍🙃🤪

COMBO1: 4 torres de ANTARCTICA + bolinho de piracuí + batata frita + 30min. De bilhar para se divertir com os amigos por apenas R$100,00.

COMBO2: 14 caipirinhas/caipiroskas + mix de bolinhos + tábua de frios + 30min. De bilhar para se divertir com os amigos por apenas R$100,00.

TODOS OS DIAS, HAPPY HOUR DAS 19H ÀS 22H: TORRE POR APENAS R$15,00 E PETISCO POR R$10,00 

#ShowBarEspecial #SegundonaSemRessaca #JenifferSantos #Arrebentando #FazendoADiferença #NãoPerdeNão #AquiTudoÉPraVc #VemQueTem #ÀNoiteToda",99,533
"ESSA VC NÃO PODE PERDER!! 
#Teeeeerça #SuaLoka 😍 Calma que a semana está só começando e você não precisa ir dormir sem espairecer a mente. 
Vamos curtir uma noite divertida e leve?? Leve pra cabeça e bolso 😃 sua melhor terça é aquiii 😁 Companhia Sertaneja, os gogós de ouro vão fazer da sua noite única e inesquecível!

 ""Você me pede na carta que eu volte na terçaaa.."" 😂😂

COMBO1: 4 torres de ANTARCTICA + bolinho de piracuí + batata frita + 30min. De bilhar para se divertir com os amigos por apenas R$100,00.

COMBO2: 14 caipirinhas/caipiroskas + mix de bolinhos + tábua de frios + 30min. De bilhar para se divertir com os amigos por apenas R$100,00.

#ShowBarEspecial #TerçaMaluca #CompanhiaSertaneja #FazendoADiferença #NãoPerdeNão #AquiTudoÉPraVc #VemQueTem #ÀNoiteToda",126,644
SEXTOU!,1,7
O REI DO BREGA...📻,4,15
"A Massabor inova e traz uma nova opção pra comemorar o aniversário das crianças de maneira mais interativa, junto aos amiguinhos mais próximos do seu baixinho! Consulte-nós para mais informações! Massabor aqui é o seu lugar! #festainfantil #diversao #game #amigos #aniversario #alegria @ MASSABOR",44,253
"Hoje com esse clima gostoso, pede um delicioso chocolate quente cremoso com muito chantilly acompanhando de nossas delícias! Quanta delícia 🍩☕🍫🌧
__
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe",52,280
Sextou! Dia de comer a melhor Pizza Gigante da cidade! Essa é a verdadeira! Faça seu pedido e bom apetite! #PizzaGiganteSantarem,21,108
"Morangos fresquinhos e deliciosos sobre uma massa incrível de pão de ló, além de chantilly, doce de leite que deixam o sabor ainda mais maravilhoso! 
E ai, vamos de torta de morango com doce de leite hoje?
__
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen",69,337
"Muito Sertanejo, Funk e Forró!",5,26
"➡➡➡Cardápio de Quarta⬅⬅⬅

🔵 Cozidão de Carne com Legumes 
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Caldo de Bacalhau
🔵 Caldo de Camarão com Tucupi e jambu

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",52,225
"A @_juliananevs ficou em 2º lugar na categoria Bikini Fitness na V Copa Oeste de Fisiculturismo e Fitnnes e nós da #bonyfit estamos muito orgulhosos pela sua conquista! Parabéns Juliana, você vai longe!",33,170
"NESTE DOMINGO ÀS 18:00 O NOSSO BAR DO BOI TRÁS UMA NOITE ESPECIAL AO POVO DO GARANTIDO
(A FESTA DO POVO VERMELHO) 😍❤😘

ENTRADA PREÇO ÚNICO À R$5,00

COM BALANÇO DO NORTE 🎼🥁🎹🎤

VAMOS TER VENDAS DE CAMISAS OFICIAIS E VENDAS DE INGRESSOS ANTECIPADOS COM PREÇO PROMOCIONAL PARA O SHOW DO ISRAEL PAULAIN NO PRÓXIMO DIA 15 DE ABRIL...
NÃO FIQUE DE FORA DESSA SUPER FESTA NA CASA MAIS CHARMOSA DE SANTARÉM CANOA STEAK HOUSE

❤❤❤",76,342
"Hoje tem pão delícia, o nosso pãozinho de batata fofinho com muito queijo cuia e o melhor hoje ele é em DOBROOO! Isso mesmo em dobro, compra um e ganha o outro! Vem ser feliz na Lou Doces.
__
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen #sonhodevalsa#paodebatata #queijocuia #loudoces",73,365
"Terça tem TEMAKI EM DOBRO! Peça um Temaki Salmão ou Lyoto Hot, e ganhe um Temaki Skin!!
☎️delivery:99141-4046/3522-4649☎️",18,104
